Species.n Year  Rec SSB TSB SOP SOP.hat SOP.core Yield Yield.hat Yield.core mean.F Eaten
21 2002  2.12302e+07 2.11253e+06 2.69542e+06 390438 403994 390438 390438 403994 390438 0.205069 0
21 2003  1.30241e+07 2.38421e+06 3.4615e+06 487432 552378 487432 487432 552378 487432 0.235738 0
21 2004  1.643e+07 2.52598e+06 3.30546e+06 589576 661270 589576 589576 661270 589576 0.25424 0
21 2005  1.15703e+07 2.47258e+06 2.72346e+06 665396 728324 665396 665396 728324 665396 0.318053 0
21 2006  1.40669e+07 1.80654e+06 2.04592e+06 513247 474638 513247 513247 474638 513247 0.246303 0
21 2007  1.94886e+07 1.41329e+06 1.62496e+06 406368 332267 406368 406368 332267 406368 0.207028 0
21 2008  1.88544e+07 1.30847e+06 1.49728e+06 258713 210181 258713 258713 210181 258713 0.136439 0
21 2009  2.36576e+07 1.52166e+06 1.70568e+06 168589 148025 168589 168589 148025 168589 0.079962 0
21 2010  2.0598e+07 1.56771e+06 2.0412e+06 186255 184522 186255 186255 184522 186255 0.0970772 0
21 2011  1.42331e+07 2.03639e+06 2.34696e+06 224049 202768 224049 224049 202768 224049 0.0979818 0
21 2012  1.48009e+07 2.30049e+06 2.45567e+06 434509 399607 434509 434509 399607 434509 0.181327 0
21 2013  3.01868e+07 2.05204e+06 2.24905e+06 511220 448488 511220 511220 448488 511220 0.217169 0
21 2014  3.54215e+07 1.83343e+06 2.10128e+06 518042 418459 518042 518042 418459 518042 0.209859 0
21 2015  9.74692e+06 1.7895e+06 2.31162e+06 494949 441116 494949 494949 441116 494949 0.233156 0
21 2016  1.26841e+07 2.08838e+06 2.50695e+06 563618 463143 563618 563618 463143 563618 0.226276 0
21 2017  6.43838e+06 1.954e+06 2.20671e+06 490975 327938 490975 490975 327938 490975 0.167435 0
21 2018  1.302e+07 1.74036e+06 2.03141e+06 591798 385393 591798 591798 385393 591798 0.19967 0
21 2019  1.17605e+07 1.49904e+06 1.68012e+06 432123 309378 432123 432123 309378 432123 0.174129 0
21 2020  1.32102e+07 1.40408e+06 1.58831e+06 427687 304713 427687 427687 304713 427687 0.198714 0
21 2021  1.03196e+07 1.33093e+06 1.51789e+06 374908 253981 374908 374908 253981 374908 0.178209 0
21 2022  1.50821e+07 1.33321e+06 1.54321e+06 445987 318152 445987 445987 318152 445987 0.241158 0
21 2023  NA 1.24515e+06 NA NA NA NA NA NA NA NA NA
22 1974  6.24754e+07 139743 420346 220388 173698 220388 220388 173698 220388 0.618843 0
22 1975  8.02218e+07 168295 299003 196585 169944 196585 196585 169944 196585 0.836899 0
22 1976  1.59259e+08 101829 237157 110245 99315.5 110245 110245 99315.5 110245 0.490127 0
22 1977  9.39638e+07 118122 390148 271729 265648 271729 271729 265648 271729 1.08832 0
22 1978  1.15592e+08 104736 272354 133700 116003 133700 133700 116003 133700 0.531107 0
22 1979  1.29489e+08 127227 333157 202374 83516.6 202374 202374 83516.6 202374 0.244984 0
22 1980  5.63384e+07 196397 440296 303285 290442 303285 303285 290442 303285 1.11692 0
22 1981  5.09501e+07 107339 213401 152257 135555 152257 152257 135555 152257 1.00614 0
22 1982  7.72666e+07 59086.4 148149 87780.1 91763.6 87780.1 87780.1 91763.6 87780.1 0.905714 0
22 1983  1.04406e+08 48777.3 180759 81410.9 77964.4 81410.9 81410.9 77964.4 81410.9 0.580724 0
22 1984  4.91536e+07 79667.6 266262 97872.5 85358.9 97872.5 97872.5 85358.9 97872.5 0.442195 0
22 1985  2.79538e+08 122669 227497 89680 78166.1 89680 89680 78166.1 89680 0.343036 0
22 1986  3.86752e+08 137461 615748 380423 402410 380423 380423 402410 380423 0.92067 0
22 1987  6.46547e+07 205472 874182 406697 428258 406697 406697 428258 406697 0.898611 0
22 1988  2.34003e+08 253751 415683 372984 290049 372984 372984 290049 372984 0.958621 0
22 1989  9.60661e+07 124315 509469 492321 324676 492321 492321 324676 492321 1.18508 0
22 1990  2.05153e+08 116215 294669 220066 204718 220066 220066 204718 220066 0.928549 0
22 1991  1.30042e+08 93458 435040 376987 263161 376987 376987 263161 376987 0.82825 0
22 1992  1.93663e+08 137302 377102 178362 185376 178362 178362 185376 178362 0.734111 0
22 1993  2.55861e+08 131593 465511 247966 148037 247966 247966 148037 247966 0.398794 0
22 1994  2.32067e+08 212505 672477 499686 397650 499686 499686 397650 499686 1.32427 0
22 1995  9.01506e+07 130108 516438 407424 319812 407424 407424 319812 407424 0.889483 0
22 1996  7.88782e+08 135286 308461 286113 251503 286113 286113 251503 286113 0.764071 0
22 1997  6.19049e+07 150125 1.43889e+06 581619 406653 581619 581619 406653 581619 0.59887 0
22 1998  1.04459e+08 456009 683019 506445 339130 506445 506445 339130 506445 0.804106 0
22 1999  2.07599e+08 176689 358107 261940 198327 261940 261940 198327 261940 0.628138 0
22 2000  1.09048e+08 139834 511355 273480 304023 273480 273480 304023 273480 1.05945 0
22 2001  1.02768e+08 113782 324663 234252 132702 234252 234252 132702 234252 0.719082 0
22 2002  1.69239e+07 100682 301576 162661 180411 162661 162661 180411 162661 1.18459 0
22 2003  4.89207e+07 56524.8 98038.6 58421.6 39998.9 58421.6 58421.6 39998.9 58421.6 0.583549 0
22 2004  2.86148e+07 35951.5 131033 77882.4 78884.9 77882.4 77882.4 78884.9 77882.4 1.25989 0
22 2005  3.29038e+07 25367.1 83367.8 23886.7 23703.7 23886.7 23886.7 23703.7 23886.7 0.449222 0
22 2006  5.25793e+07 33799.4 105929 16483.1 12790.2 16483.1 16483.1 12790.2 16483.1 0.152909 0
22 2007  3.23805e+07 56512.6 173092 90990 66684.3 90990 90990 66684.3 90990 0.444622 0
22 2008  6.1634e+07 67824.5 147463 88488.6 109791 88488.6 88488.6 109791 88488.6 1.06364 0
22 2009  1.36655e+08 36154.8 170304 29844.7 20570 29844.7 29844.7 20570 29844.7 0.19228 0
22 2010  1.17945e+07 92964.4 399921 76705.8 82998.4 76705.8 76705.8 82998.4 76705.8 0.283457 0
22 2011  7.79252e+06 169930 233046 95913.9 103168 95913.9 95913.9 103168 95913.9 0.476064 0
22 2012  5.33154e+07 81893.2 101498 43055.2 16109.3 43055.2 43055.2 16109.3 43055.2 0.11475 0
22 2013  9.14053e+07 64049.6 181501 25480.3 45187.7 25480.3 25480.3 45187.7 25480.3 0.357476 0
22 2014  1.14086e+08 79777.9 292153 137976 164947 137976 137976 164947 137976 1.00665 0
22 2015  7.65468e+06 78957 342565 119697 107221 119697 119697 107221 119697 0.434827 0
22 2016  3.7076e+08 127653 173276 46907.6 43702 46907.6 46907.6 43702 46907.6 0.29442 0
22 2017  2.14788e+07 118197 927879 204511 240361 204511 204511 240361 204511 0.515773 0
22 2018  8.55394e+07 324351 458992 112208 70635.8 112208 112208 70635.8 112208 0.233722 0
22 2019  2.09452e+08 219486 411104 145579 127770 145579 145579 127770 145579 0.432997 0
22 2020  5.48679e+07 185028 658380 304897 237799 304897 304897 237799 304897 0.538237 0
22 2021  5.91491e+07 218442 383529 182528 128333 182528 182528 128333 182528 0.445625 0
22 2022  1.11143e+08 145118 284250 140040 141841 140040 140040 141841 140040 0.64362 0
22 2023  NA 99325.2 NA NA NA NA NA NA NA NA NA
23 1974  3.92762e+08 304073 573707 118670 89568.9 118670 118670 89568.9 118670 0.164674 0
23 1975  1.72996e+08 280076 937204 162704 149782 162704 162704 149782 162704 0.211323 0
23 1976  3.45232e+08 426961 766461 316414 287618 316414 316414 287618 316414 0.472863 0
23 1977  6.6842e+08 274519 855532 314952 256341 314952 314952 256341 314952 0.432395 0
23 1978  3.2536e+08 349089 1.4795e+06 665810 545492 665810 665810 545492 665810 0.636219 0
23 1979  3.92085e+08 507431 1.11741e+06 481048 499540 481048 481048 499540 481048 0.700776 0
23 1980  1.63396e+08 338401 1.01454e+06 420808 378427 420808 420808 378427 420808 0.60326 0
23 1981  9.64065e+08 350464 668369 375286 282841 375286 375286 282841 375286 0.613183 0
23 1982  8.38753e+07 238583 1.83942e+06 537998 677631 537998 537998 677631 537998 0.719147 0
23 1983  6.36398e+08 639918 898339 455491 284663 455491 455491 284663 455491 0.403589 0
23 1984  2.19125e+08 340173 1.40734e+06 569182 408881 569182 569182 408881 569182 0.482691 0
23 1985  1.18341e+09 571739 1.0314e+06 532829 517524 532829 532829 517524 532829 0.829189 0
23 1986  1.58622e+08 290033 2.28772e+06 465159 448696 465159 465159 448696 465159 0.349954 0
23 1987  1.37081e+08 1.05595e+06 1.51709e+06 415769 351914 415769 415769 351914 415769 0.263554 0
23 1988  4.38894e+08 634459 893886 518102 348150 518102 518102 348150 518102 0.435564 0
23 1989  2.23962e+08 332921 1.1003e+06 536102 360780 536102 536102 360780 536102 0.586403 0
23 1990  3.91188e+08 393617 838492 370075 433121 370075 370075 433121 370075 0.877256 0
23 1991  5.44721e+08 217214 913933 464214 397577 464214 464214 397577 464214 0.540455 0
23 1992  1.36149e+08 357905 1.35327e+06 673907 490118 673907 673907 490118 673907 0.466338 0
23 1993  4.68707e+08 520576 836955 281050 275747 281050 281050 275747 281050 0.378847 0
23 1994  6.69979e+08 320362 1.15073e+06 283238 258722 283238 283238 258722 283238 0.350353 0
23 1995  1.92702e+08 486369 1.71317e+06 496112 437791 496112 496112 437791 496112 0.31961 0
23 1996  1.15517e+09 683708 1.11518e+06 452057 399050 452057 452057 399050 452057 0.490232 0
23 1997  1.6226e+08 390485 2.40053e+06 552475 425421 552475 552475 425421 552475 0.279381 0
23 1998  2.2183e+08 971341 1.41674e+06 485678 510891 485678 485678 510891 485678 0.489803 0
23 1999  3.80754e+08 442940 843254 471932 432560 471932 471932 432560 471932 0.817933 0
23 2000  4.8262e+08 207002 877453 370347 312466 370347 370347 312466 370347 0.544848 0
23 2001  5.69925e+08 292993 1.15681e+06 595721 452208 595721 595721 452208 595721 0.944888 0
23 2002  5.33148e+07 281932 1.28359e+06 645902 488581 645902 645902 488581 645902 0.694814 0
23 2003  1.94188e+08 365624 514898 232654 264285 232654 232654 264285 232654 1.03485 0
23 2004  1.09078e+08 89389.8 415903 264457 166295 264457 264457 166295 264457 0.827316 0
23 2005  2.34354e+08 110775 309202 143318 156048 143318 143318 156048 143318 0.797049 0
23 2006  1.53571e+08 85218.1 480000 267630 248953 267630 267630 248953 267630 0.919085 0
23 2007  3.05738e+08 122263 392472 114319 123625 114319 114319 123625 114319 0.453093 0
23 2008  1.64144e+08 149720 661105 245289 254276 245289 245289 254276 245289 0.567733 0
23 2009  7.4536e+08 224170 521929 304305 344211 304305 304305 344211 304305 0.990497 0
23 2010  6.33176e+07 133183 1.32893e+06 324785 282836 324785 324785 282836 324785 0.326606 0
23 2011  7.17708e+07 547034 749276 340287 217764 340287 340287 217764 340287 0.34337 0
23 2012  1.70592e+08 285603 407460 56692.5 41518.9 56692.5 56692.5 41518.9 56692.5 0.0865692 0
23 2013  1.01276e+08 216062 496411 236658 236536 236658 236658 236536 236658 0.934449 0
23 2014  2.97808e+08 107801 282276 91156 89984 91156 91156 89984 91156 0.485488 0
23 2015  6.34991e+07 105681 586979 188928 168232 188928 188928 168232 188928 0.490274 0
23 2016  3.77772e+08 211348 347777 22561 19564.1 22561 22561 19564.1 22561 0.0552043 0
23 2017  3.83409e+07 191561 799459 276566 246522 276566 276566 246522 276566 0.542464 0
23 2018  6.33785e+07 263524 367770 150533 154551 150533 150533 154551 150533 0.752247 0
23 2019  1.49836e+08 85440.7 190184 66204.3 55951.9 66204.3 66204.3 55951.9 66204.3 0.497118 0
23 2020  7.08391e+07 65470.8 312941 129666 117789 129666 129666 117789 129666 0.536088 0
23 2021  1.17984e+08 102527 233546 46720 39713.2 46720 46720 39713.2 46720 0.2133 0
23 2022  1.09947e+08 101702 303218 11759.9 10546.4 11759.9 11759.9 10546.4 11759.9 0.0356123 0
23 2023  NA 153117 NA NA NA NA NA NA NA NA NA
24 1974  1.105e+08 226154 821711 732535 711170 732535 732535 711170 732535 1.90809 0
24 1975  1.24452e+08 246945 631475 508262 446356 508262 508262 446356 508262 1.25364 0
24 1976  1.09227e+08 278424 733470 472608 497885 472608 472608 497885 472608 1.21683 0
24 1977  5.46335e+07 299937 700444 383967 349362 383967 383967 349362 383967 0.796808 0
24 1978  1.10652e+08 303126 510051 253756 271875 253756 253756 271875 253756 0.812247 0
24 1979  1.17308e+08 244534 663126 339898 353465 339898 339898 353465 339898 0.817445 0
24 1980  3.32686e+07 362141 805736 534650 459303 534650 534650 459303 534650 1.0107 0
24 1981  1.26299e+08 266053 389989 431928 243161 431928 431928 243161 431928 0.972243 0
24 1982  1.01865e+08 195920 667821 390197 400943 390197 390197 400943 390197 0.983628 0
24 1983  6.40042e+07 338196 718468 475746 464473 475746 475746 464473 475746 1.20766 0
24 1984  3.09945e+07 231724 466576 376484 246626 376484 376484 246626 376484 1.25738 0
24 1985  1.99915e+07 131535 244832 227635 175459 227635 227635 175459 227635 1.59034 0
24 1986  3.99051e+07 56315.6 127565 180330 88164.2 180330 180330 88164.2 180330 0.931699 0
24 1987  1.00868e+07 77518.2 227087 148943 123145 148943 148943 123145 148943 1.02281 0
24 1988  3.73344e+07 85185.3 122727 109219 56145.1 109219 109219 56145.1 109219 0.547169 0
24 1989  3.3732e+07 72585.5 216767 166974 103788 166974 166974 103788 166974 0.655725 0
24 1990  4.88816e+07 129364 258534 138841 130519 138841 138841 130519 138841 0.798905 0
24 1991  7.77995e+07 130039 315149 189819 204624 189819 189819 204624 189819 0.862633 0
24 1992  3.34927e+07 182209 475375 302275 204593 302275 302275 204593 302275 0.582977 0
24 1993  2.87222e+07 247700 376684 181098 218086 181098 181098 218086 181098 1.02102 0
24 1994  8.62069e+07 102617 209531 183618 139480 183618 183618 139480 183618 0.765794 0
24 1995  3.02433e+07 151817 479114 231894 157122 231894 231894 157122 231894 0.46377 0
24 1996  7.13303e+07 287247 404808 156224 142045 156224 156224 142045 156224 0.470852 0
24 1997  1.47518e+07 195738 472858 156781 122095 156781 156781 122095 156781 0.414918 0
24 1998  2.90738e+07 247340 304903 73980.5 71787.5 73980.5 73980.5 71787.5 73980.5 0.352669 0
24 1999  5.82226e+07 116661 230664 92388.1 81972 92388.1 92388.1 81972 92388.1 0.480068 0
24 2000  1.36244e+07 148940 374973 185103 118408 185103 185103 118408 185103 0.443734 0
24 2001  1.51874e+07 200827 253871 64358.3 45807.8 64358.3 64358.3 45807.8 64358.3 0.228845 0
24 2002  9.26244e+06 103152 163286 77138.2 64356.3 77138.2 77138.2 64356.3 77138.2 0.568874 0
24 2003  3.63925e+06 57167 92877.1 24569.2 30257.4 24569.2 24569.2 30257.4 24569.2 0.510712 0
24 2004  4.73825e+06 33464.2 47909.9 13487.8 14308.6 13487.8 13487.8 14308.6 13487.8 0.346962 0
24 2005  1.48532e+07 20429.2 39332.8 41.44 0 41.44 41.44 0 41.44 0 0
24 2006  1.00842e+07 39545.9 99423.2 46529 37634.8 46529 46529 37634.8 46529 0.458518 0
24 2007  1.62396e+07 57318.4 97412 5799.45 0 5799.45 5799.45 0 5799.45 0 0
24 2008  3.32434e+07 75127.5 140594 34843.6 23209.3 34843.6 34843.6 23209.3 34843.6 0.187871 0
24 2009  4.32235e+07 104154 237423 45821.5 37248.6 45821.5 45821.5 37248.6 45821.5 0.160444 0
24 2010  5.18017e+06 185278 358699 131191 142390 131191 131191 142390 131191 0.516515 0
24 2011  7.33135e+06 140570 161120 6839.87 4556.19 6839.87 6839.87 4556.19 6839.87 0.0284872 0
24 2012  2.47131e+07 68036.2 97566.2 26946.1 4611.88 26946.1 26946.1 4611.88 26946.1 0.0435365 0
24 2013  8.05453e+06 62586.8 162085 82179.4 58711.7 82179.4 82179.4 58711.7 82179.4 0.460903 0
24 2014  3.9576e+07 86073.2 118095 44189.1 44330.2 44189.1 44189.1 44330.2 44189.1 0.419841 0
24 2015  1.49777e+07 73481.6 231019 57351.2 60123.6 57351.2 57351.2 60123.6 57351.2 0.372084 0
24 2016  2.189e+07 145483 205192 60202.7 86343.4 60202.7 60202.7 86343.4 60202.7 0.624637 0
24 2017  9.72186e+06 70208.4 156790 33940.9 30330.6 33940.9 33940.9 30330.6 33940.9 0.244178 0
24 2018  3.88854e+07 94682.8 133590 36151.5 40311.6 36151.5 36151.5 40311.6 36151.5 0.415889 0
24 2019  4.79165e+07 78701.4 233509 97554.6 75469.3 97554.6 97554.6 75469.3 97554.6 0.499114 0
24 2020  2.27475e+07 163062 353332 129545 137275 129545 129545 137275 129545 0.602571 0
24 2021  1.19535e+07 158090 248126 71943.1 95691.1 71943.1 71943.1 95691.1 71943.1 0.622318 0
24 2022  3.71824e+07 80338.7 127622 35717.9 36222.3 35717.9 35717.9 36222.3 35717.9 0.338511 0
24 2023  NA 85226.2 NA NA NA NA NA NA NA NA NA
25 1974  4.81037e+08 638561 1.17836e+06 354208 370698 354208 354208 370698 354208 0.443798 0
25 1975  8.87444e+08 658459 1.14628e+06 773773 696079 773773 773773 696079 773773 1.04258 0
25 1976  2.77142e+08 763883 1.61074e+06 636786 649004 636786 636786 649004 636786 0.894425 0
25 1977  6.21334e+08 408204 705491 341809 345639 341809 341809 345639 341809 0.836266 0
25 1978  1.1306e+09 453737 960042 431459 320185 431459 431459 320185 431459 0.549815 0
25 1979  4.3635e+08 722669 1.44603e+06 451078 399045 451078 451078 399045 451078 0.325693 0
25 1980  2.95499e+08 781540 1.10866e+06 407809 460532 407809 407809 460532 407809 1.02599 0
25 1981  8.96111e+07 277666 508981 284613 266202 284613 284613 266202 284613 0.733391 0
25 1982  5.10554e+07 162034 255479 182734 120368 182734 182734 120368 182734 0.643995 0
25 1983  7.30719e+07 179628 315523 80083.6 94672.2 80083.6 80083.6 94672.2 80083.6 1.2182 0
25 1984  2.72437e+07 85315.8 175325 104218 63562.8 104218 104218 63562.8 104218 0.736265 0
25 1985  2.0557e+07 102539 169900 69201.7 47989.3 69201.7 69201.7 47989.3 69201.7 0.818704 0
25 1986  9.26292e+07 38808.5 72257.8 27252.1 18016 27252.1 27252.1 18016 27252.1 0.819265 0
25 1987  5.02152e+07 130188 300993 46361.4 24058.4 46361.4 46361.4 24058.4 46361.4 0.288247 0
25 1988  5.94789e+07 133619 229478 73341.6 55834.6 73341.6 73341.6 55834.6 73341.6 0.856085 0
25 1989  8.10989e+07 75115.4 153875 72798.5 20724.2 72798.5 72798.5 20724.2 72798.5 0.373828 0
25 1990  8.71223e+07 116945 236934 82312.6 48651.3 82312.6 82312.6 48651.3 82312.6 0.996678 0
25 1991  1.10767e+08 84144.9 172857 118017 79908.9 118017 118017 79908.9 118017 0.564487 0
25 1992  9.50763e+07 117500 245969 133330 75574.4 133330 133330 75574.4 133330 0.405315 0
25 1993  1.77107e+08 142805 245323 196481 158624 196481 196481 158624 196481 1.00742 0
25 1994  1.30543e+08 143593 291990 396974 97744.1 396974 396974 97744.1 396974 0.442129 0
25 1995  2.72305e+07 211499 345689 407769 217606 407769 407769 217606 407769 1.0848 0
25 1996  4.78831e+07 117320 181820 143651 85291.6 143651 143651 85291.6 143651 0.933674 0
25 1997  4.57311e+07 70297.3 139809 118277 62551.1 118277 118277 62551.1 118277 0.656195 0
25 1998  9.82065e+07 148547 271010 154505 125688 154505 154505 125688 154505 1.18846 0
25 1999  7.40978e+07 102855 219031 214119 105676 214119 214119 105676 214119 0.731729 0
25 2000  6.13308e+07 124254 210418 215482 162809 215482 215482 162809 215482 0.917668 0
25 2001  6.10862e+07 106582 188140 196622 122004 196622 196622 122004 196622 1.09124 0
25 2002  6.07485e+07 189190 372326 153710 116486 153710 153710 116486 153710 1.05741 0
25 2003  7.63111e+07 86603.2 166098 176392 107458 176392 176392 107458 176392 0.921718 0
25 2004  1.77771e+08 174359 348527 113696 126463 113696 113696 126463 113696 1.00292 0
25 2005  5.5421e+07 155316 334462 241424 195851 241424 241424 195851 241424 0.796913 0
25 2006  6.63943e+07 165083 267750 124161 182566 124161 124161 182566 124161 1.17427 0
25 2007  4.53567e+07 156755 312283 95525 97407.2 95525 95525 97407.2 95525 0.863006 0
25 2008  1.3452e+08 72086.7 130411 60788.6 70962.9 60788.6 60788.6 70962.9 60788.6 0.813578 0
25 2009  1.08833e+08 241545 520754 140648 97743.8 140648 140648 97743.8 140648 0.460975 0
25 2010  1.14684e+08 202693 347539 150586 130086 150586 150586 130086 150586 0.578659 0
25 2011  7.49377e+07 188423 341851 142520 114491 142520 142520 114491 142520 0.599731 0
25 2012  6.04007e+07 227745 386236 93353.8 98130.8 93353.8 93353.8 98130.8 93353.8 0.724991 0
25 2013  1.73198e+08 78393.5 139765 62517.8 83202.8 62517.8 62517.8 83202.8 62517.8 0.816571 0
25 2014  1.61862e+08 381049 840318 127560 57899.9 127560 127560 57899.9 127560 0.207018 0
25 2015  8.58272e+07 375868 642413 288272 315638 288272 288272 315638 288272 0.884751 0
25 2016  9.60242e+07 193030 300600 211103 246909 211103 211103 246909 211103 1.63886 0
25 2017  1.47394e+08 104147 207591 113925 118062 113925 113925 118062 113925 0.795638 0
25 2018  1.4425e+08 174640 335680 158846 154923 158846 158846 154923 158846 0.789492 0
25 2019  1.06691e+08 212700 375940 134858 145843 134858 134858 145843 134858 0.595754 0
25 2020  6.23665e+07 212514 339872 181117 274429 181117 181117 274429 181117 1.03516 0
25 2021  9.82539e+07 117448 190988 76132.8 125797 76132.8 76132.8 125797 76132.8 1.0077 0
25 2022  2.76465e+08 113027 219532 81599.6 40572.5 81599.6 81599.6 40572.5 81599.6 0.160753 0
25 2023  NA 322957 NA NA NA NA NA NA NA NA NA
26 1974  1.92746e+06 498363 775086 157427 160240 157427 157427 160240 157427 0.284809 0
26 1975  1.55741e+06 511753 837060 195349 193754 195349 195349 193754 195349 0.337333 0
26 1976  2.25223e+06 524831 816271 166997 162744 166997 166997 162744 166997 0.270118 0
26 1977  1.84321e+06 517915 800165 176623 160186 176623 176623 160186 176623 0.295193 0
26 1978  1.93602e+06 503151 772048 159539 148937 159539 159539 148937 159539 0.269261 0
26 1979  2.60269e+06 477267 758943 213145 201272 213145 213145 201272 213145 0.408262 0
26 1980  2.25882e+06 466980 733468 171852 163896 171852 171852 163896 171852 0.32545 0
26 1981  4.88789e+06 442659 683243 174140 174793 174140 174140 174793 174140 0.338554 0
26 1982  3.3151e+06 429378 810972 205329 203741 205329 205329 203741 205329 0.374854 0
26 1983  3.10805e+06 518588 886710 220537 219400 220537 220537 219400 220537 0.358671 0
26 1984  3.9975e+06 536480 919226 236422 235599 236422 236422 235599 236422 0.373706 0
26 1985  9.64936e+06 568401 961141 232241 227146 232241 232241 227146 232241 0.343648 0
26 1986  4.51652e+06 599051 1.21893e+06 308262 302127 308262 308262 302127 308262 0.429424 0
26 1987  4.5479e+06 691676 1.19205e+06 358749 327428 358749 358749 327428 358749 0.43763 0
26 1988  3.30975e+06 599177 1.05348e+06 324772 324179 324772 324772 324179 324772 0.461295 0
26 1989  2.84563e+06 627757 959986 286704 285568 286704 286704 285568 286704 0.409423 0
26 1990  2.69672e+06 566785 865196 240832 240758 240832 240832 240758 240832 0.401473 0
26 1991  2.30268e+06 533683 830927 237986 250748 237986 237986 250748 237986 0.469947 0
26 1992  1.46533e+06 455744 706822 193692 221670 193692 193692 221670 193692 0.497549 0
26 1993  1.35144e+06 402750 612006 163524 196722 163524 163524 196722 163524 0.47955 0
26 1994  2.08461e+06 340501 522970 145745 169802 145745 145745 169802 145745 0.481597 0
26 1995  2.04474e+06 316754 511820 131248 142458 131248 131248 142458 131248 0.458824 0
26 1996  5.79032e+06 282362 471005 143394 144956 143394 143394 144956 143394 0.520452 0
26 1997  2.21362e+06 264524 576373 192969 158745 192969 192969 158745 192969 0.582858 0
26 1998  2.01336e+06 311157 559979 183655 163074 183655 183655 163074 183655 0.499738 0
26 1999  2.26115e+06 294417 533532 160881 174221 160881 160881 174221 160881 0.507672 0
26 2000  1.38111e+06 303747 512857 135015 128118 135015 135015 128118 135015 0.371059 0
26 2001  3.89536e+06 330293 538634 193367 145397 193367 193367 145397 193367 0.454521 0
26 2002  1.27253e+06 292018 574113 134404 131124 134404 134404 131124 134404 0.424982 0
26 2003  2.68076e+06 335559 560282 154023 130530 154023 154023 130530 154023 0.377276 0
26 2004  1.85091e+06 316245 580203 127824 96550 127824 127824 96550 127824 0.264102 0
26 2005  2.01332e+06 367296 579496 118885 102318 118885 118885 102318 118885 0.26054 0
26 2006  3.16837e+06 394281 637120 131169 105731 131169 131169 105731 131169 0.25274 0
26 2007  2.73815e+06 378204 637685 101029 108115 101029 101029 108115 101029 0.255094 0
26 2008  2.60964e+06 444894 728488 105289 95692.4 105289 105289 95692.4 105289 0.190492 0
26 2009  3.29488e+06 521137 833713 108299 121098 108299 108299 121098 108299 0.212884 0
26 2010  3.835e+06 580053 906787 116972 115362 116972 116972 115362 116972 0.186804 0
26 2011  3.18744e+06 557142 868801 118106 139763 118106 118106 139763 118106 0.230489 0
26 2012  3.41722e+06 537977 866203 141842 137725 141842 141842 137725 141842 0.222673 0
26 2013  3.54989e+06 580183 904527 126360 123862 126360 126360 123862 126360 0.194319 0
26 2014  1.97652e+06 631490 971779 133664 129771 133664 133664 129771 133664 0.206902 0
26 2015  2.14258e+06 556188 729840 134577 137833 134577 134577 137833 134577 0.22526 0
26 2016  2.97317e+06 530868 692453 136931 142547 136931 136931 142547 136931 0.258066 0
26 2017  1.96162e+06 502904 673018 114281 107404 114281 114281 107404 114281 0.208578 0
26 2018  4.33564e+06 431454 589718 105954 104460 105954 105954 104460 105954 0.234518 0
26 2019  2.6488e+06 397234 575525 86015.4 83291.1 86015.4 86015.4 83291.1 86015.4 0.185226 0
26 2020  2.17997e+06 417377 588192 79078.7 84738.9 79078.7 79078.7 84738.9 79078.7 0.183194 0
26 2021  7.06129e+06 434593 626618 73222.5 71455.6 73222.5 73222.5 71455.6 73222.5 0.145793 0
26 2022  3.14566e+06 427470 666590 64879 66756.6 64879 64879 66756.6 64879 0.134454 0
26 2023  NA 520361 NA NA NA NA NA NA NA NA NA
27 1974  49346.9 41113.4 59656.3 17985.6 18551.7 17985.6 17985.6 18551.7 17985.6 0.460084 0
27 1975  111655 43369.2 58643.8 20769.5 20004.9 20769.5 20769.5 20004.9 20769.5 0.467495 0
27 1976  139800 43000.2 52736.5 17322.2 17525.5 17322.2 17322.2 17525.5 17322.2 0.435064 0
27 1977  51273.8 35231.2 53986 18000.7 15071 18000.7 18000.7 15071 18000.7 0.39568 0
27 1978  15070.9 40178.5 58582.2 20275.7 20957.9 20275.7 20275.7 20957.9 20275.7 0.485303 0
27 1979  149572 46299.1 53461.9 22594.9 21740.3 22594.9 22594.9 21740.3 22594.9 0.477357 0
27 1980  156925 36420.2 44001.3 15803.2 16105.7 15803.2 15803.2 16105.7 15803.2 0.479337 0
27 1981  146287 25311.6 50375.4 15399.8 14025.9 15399.8 15399.8 14025.9 15399.8 0.47613 0
27 1982  148725 34157.2 58637.2 21574.5 20608.4 21574.5 21574.5 20608.4 21574.5 0.536017 0
27 1983  77650.8 41702.8 66362.8 24924.2 22985.6 24924.2 24924.2 22985.6 24924.2 0.505398 0
27 1984  93301 45124.1 65805.1 26836.7 26838.7 26836.7 26836.7 26838.7 26836.7 0.57867 0
27 1985  149586 41845.5 54749.7 24245.4 23229 24245.4 24245.4 23229 24245.4 0.542091 0
27 1986  69076.1 36606.3 54376.2 18197.7 20953.1 18197.7 18197.7 20953.1 18197.7 0.591909 0
27 1987  502732 30650 53711.8 17365.1 16995.6 17365.1 17365.1 16995.6 17365.1 0.485668 0
27 1988  112846 38101.7 69903 21586.8 19135.8 21586.8 21586.8 19135.8 21586.8 0.496489 0
27 1989  226087 33943.6 96736.2 21801.5 24149.7 21801.5 21801.5 24149.7 21801.5 0.409568 0
