

Observed catches

Species:  



         2    252926    556027    376997    302014    557900   1459355    623309    532655
         3    216812    146048    333132    182405    214496    299385    713200    301448
         4     72276    102708     87364    203850    132930    122209    146514    324001
         5     29406     30395     42984     38139    103135     82652     60832     65991
         6     17073     13032     15486     17184     28117     44838     31670     21782
         7      7704      8238      6842      7441      9839     13539     19347     11605
         8      5551      4224      5593      3780      4704      4668      6198      8025
         9      4540      3013      2729      2813      2834      2346      3434      2320
        10      8776      8308      6551      5830      7083      5610      6402      5806

Yield         205329    220537    236422    232241    308262    358749    324772    286704


Age             1990      1991      1992      1993      1994      1995      1996      1997
         0         0         0         0         0         0         0         0         0
         1    146860    184551    142141     99787     63497    126642    112353    129550
         2    313064    344639    263388    207638    140257    119437    374411    554040
         3    273470    228763    180939    147893    141566     98402     95761    282515
         4    147931    162972    115818     92822     88030     85638     56891     49950
         5    174476     81602     92841     64910     48399     48574     37736     32021
         6     30122     79667     38422     35258     27824     24692     19276     18781
         7      9053     15410     30444     14745     17279     14746     12400      9518
         8      4689      5390      7229     11500      6661      5285      5881      5037
         9      3803      3214      3295      3704      5449      2495      2799      3054
        10      4206      5634      6976      5883      5458      3896      4989      4400

Yield         240832    237986    193692    163524    145745    131248    143394    192969


Age             1998      1999      2000      2001      2002      2003      2004      2005
         0         0         0         0         0         0         0         0         0
         1    104735    127870    106071     34869    311671     68498    234226     96884
         2    676844    217090    186869    389547    194270    568137    195557    351042
         3    266072    389858     91912    245578    138500    107187    246969     76188
         4    115693    102260    236965    131939     69451     75048     49703    114752
         5     23090     32056     27165    155800     47077     39047     25741     24669
         6      9184     14135     12827     11644     43784     20730     13759     16907
         7      5703      4038      3242      4784      6636     23884      5193      6192
         8      2870      2625      1302      1214      2257      1775      4775      2766
         9      1983      1597       954       651       796       691       462      2357
        10      3360      3234      2121      2364      1638       880       569       647

Yield         183655    160881    135015    193367    134404    154023    127824    118885


Age             2006      2007      2008      2009      2010      2011      2012      2013
         0         0         0         0         0         0         0         0         0
         1    221345     79123    135904    150229    169501    118309     92124    128777
         2    247158    231764    269138    205594    200238    166750    319177    167367
         3    197276    114984     90365    130882    108972    108049    184424    189244
         4     44006     69891     50692     52016     92478     99067     95056    101853
         5     53426     21973     35820     26893     27880     64530     54407     46994
         6      8308     28865      7902     19652     14358     17739     33584     30519
         7      6325      3285     16918      3538     11840      6786      7782     15568
         8      2496      3655      1863      7480      2149      9257      3409      3970
         9      1319      1953       776       590      3051      1262      4102      2475
        10      2488      2359      1549      9293      2077     19277      5008      3795

Yield         131169    101029    105289    108299    116972    118106    141842    126360


Age             2014      2015      2016      2017      2018      2019      2020      2021
         0         0         0         0         0         0         0         0         0
         1    293522     83433     79202    129586     64635    134636     94063     74285
         2    197921    292834    148228    149848    274291    121830    196812    114503
         3    156827    173499    172474    101930    126229    163295     83305    175732
         4    133281    105923    133706    117147     73259     61961    100596     55338
         5     71407     73558     82050     73811     64926     30628     28891     49980
         6     24542     34676     47362     34703     35821     26662     13868     12387
         7     13432     13314     21214     18128     17471     14581     16044      5847
         8      8454      9111      9567      7868      9230      8360      8803      6826
         9      2763      4072      5490      3079      5449      4057      5860      4378
        10      3440      5240      5126      3220      4176      4085      6434      4378

Yield         133664    134577    136931    114281    105954     86015     79079     73222
Species: H.porpoise



Age             1974      1975      1976      1977      1978      1979      1980      1981
         0         0         0         0         0         0         0         0         0
         1       100       267      1064      1780        27         9       650       434
         2     15171     23193      3619     22747     24921      8280      1233     29983
         3     21248     28833     28571     12299     29163     41681     12762      3344
         4      5412     11839     14316     15593      6102     16259     18138      7046
         5      6965      2110      4923      7580      6610      3033      7444      8439
         6      1896      3870       987      1812      4231      3262      1479      3757
         7      1563       798      1950       325      1730      1769      2241       973
         8       649       916       562      1133       608       826      1437       909
         9       396       513       434       261       643       244       374       786
        10      4750      3481      2721      2155      1595      1546      1227       932

Yield          17986     20770     17322     18001     20276     22595     15803     15400


Age             1982      1983      1984      1985      1986      1987      1988      1989
         0         0         0         0         0         0         0         0         0
         1      2697       391       192       163       372        93        10       115
         2     26799     34545     30839     16449      9304     28896     13206     45652
         3     46375     41551     44081     42773     18381     21927     47135     17973
         4      1868     21273     22631     20079     17591      8851     15217     22295
         5      3584       626      8821      9307      7698      6477      4377      4551
         6      4855      1383       744      3520      5480      3102      3878      1627
         7      1701      1958       857       207      2256      1559      1549      1414
         8       623       982      1047       375       109       898       890       637
         9       613       388       526       631       281        81       523       451
        10      1295      1181       897       965      1671       690       317       459

Yield          21575     24924     26837     24245     18198     17365     21587     21801


Age             1990      1991      1992      1993      1994      1995      1996      1997
         0         0         0         0         0         0         0         0         0
         1       854       118       965        53       709      4766       170      1574
         2     11816     12938      6730     49870      7710     12674     18609      5987
         3    103380     24985     43713     16575     86349     16700     16005     23418
         4      9667     76580     15961     31047     13387     68073     16770      7253
         5      9099      6609     37745     13709     18513      6262     26946      5058
         6      3315      3612      2440     23758      5642      7254      3814     12667
         7      1032      1706      2995      1472     11174      1981      4725      1189
         8      1186       707       730      1170       458      5971       932      2303
         9       548       718       393       456       905       293      3267       330
        10       837      1072      1163       833       897       665       976      1672

Yield          35118     33511     29339     31489     33000     30466     22648     14899


Age             1998      1999      2000      2001      2002      2003      2004      2005
         0         0         0         0         0         0         0         0         0
         1       242       284      2329       857      7507      2203       809      3387
         2     56162     15601     14929     25045     23564     39447     27792     12876
         3     15011     71730     32425     20925     37782     22538     55452     27429
         4     14806      8103     42394     19260     13214     17284     11250     30133
         5      3466      6049      3257     16211      8417      6195      7980      4543
         6      1924      1200      2453      1383      6393      3902      2179      3924
         7      4727       657       796       808       667      2427       902      1513
         8       787      1964       431       266       592       400       962       602
         9      1022       328       922       163        88       128       389       768
        10       838       804       708       701       362       451       389       392

Yield          20865     23473     22639     19942     18659     19286     20942     17696


Age             2006      2007      2008      2009      2010      2011      2012      2013
         0         0         0         0         0         0         0         0         0
         1      9398      1133      3189      4325      6058      3501      1133      4653
         2     15693     44566      9029     16897     23823     22290     25995      8474
         3     13102     13830     39191     14423     20024     25270     38049     40747
         4     10260      7026      6367     27547     10074      9652     12053     25149
         5     11140      5932      3034      3544     14116      5424      4515      5983
         6      1645      5536      2393      1657      1848      6469      2378      2167
         7      1595       823      2621      1600       917       983      4108      1551
         8       731       725       448      1532       811       431       591      2249
         9       373       498       491       312      1198       283       293       242
        10       553       541       459       864       690       765      1029       471

Yield          13588     15505     14615     15214     14850     13189     14695     15958


Age             2014      2015      2016      2017      2018      2019      2020      2021
         0         0         0         0         0         0         0         0         0
         1      7533      9655      5264      6499      3259     13085      2576      2660
         2     13947     19678     11489      9099     18901     14848     35226      4351
         3      9287     20502     29297     21274     10888     21243     12181     29289
         4     26430      6729     12882     19530     13442      7877     11825      8511
         5     12806     16284      4766      6378     11281      6172      2957      4809
         6      2829      6572      9530      2207      4016      5578      2199      1285
         7      2006      1485      4721      4087      1111      1718      1560       834
         8       626       612       778      2143      2067       714       574       723
         9       840       401       279       443       840      1703       157       252
        10       459       546       855       498       436       474      1258       262

Yield          14640     14590     15323     13574     12266     10605     10489      9143

Stock numbers

Species:  



Age             1974      1975      1976      1977      1978      1979      1980      1981
         0         0         0         0         0         0         0         0         0
         1    719011   1329891    812971   1980106   1297341   1315716   2079643    880933
         2    176112    167503    303101    177289    433742    266644    288372    437244
         3     27515     39995     36927     61070     37275     78685     58907     57606
         4     36310      9995     13981     11671     20031     10437     26922     18134
         5     10944     15417      4120      5313      4583      6918      4259     10090
         6      2245      5033      6907      1719      2282      1759      3075      1757
         7      1095      1052      2300      2948       755       898       798      1297
         8      1072       505       473       964      1272       291       401       331
         9       571       537       248       218       456       547       142       183
        10       490       496       471       306       229       269       369       215

TSB           408746    418331    445637    427688    507853    468752    515371    548938
SSB           187047    174958    158287    125631    120128    112995    125349    133064


Age             1982      1983      1984      1985      1986      1987      1988      1989
         0         0         0         0         0         0         0         0         0
         1   1524725    872626   1458355    479930   1664853    744402    531922    774952
         2    183355    303511    174672    305491    101967    349310    159476    114858
         3     85406     31492     52122     33172     58481     18219     63697     28670
         4     17329     22542      8328     15334      9877     16277      5205     18053
         5      6682      5739      7490      3026      5635      3440      5801      1846
         6      4100      2473      2131      3009      1228      2181      1359      2283
         7       731      1558       943       877      1250       487       883       548
         8       530       272       582       381       357       486       194       349
         9       149       221       114       260       171       155       214        85
        10       165       119       129        99       149       127       113       132

TSB           444046    401928    356797    358690    306890    360291    276839    230768
SSB           127224    107253     93400     94503     81856     85419     82169     77093


Age             1990      1991      1992      1993      1994      1995      1996      1997
         0         0         0         0         0         0         0         0         0
         1    395246    449156    780542    413068    752701    594332    466958   1063140
         2    167637     87981    101757    183736    112491    207977    165301    128751
         3     20057     30660     16401     20540     38488     24548     45640     33890
         4      7938      5867      9205      5373      5588     11114      7176     12253
         5      6292      2901      2194      3707      1737      1911      3862      2325
         6       715      2542      1196       966      1382       680       759      1448
         7       907       296      1072       538       430       639       318       339
         8       213       368       123       474       284       233       350       169
         9       151        96       168        59       302       184       152       223
        10        86        98        81       112       131       332       396       419

TSB           222572    179100    194456    222382    216830    258962    251129    253780
SSB            74221     70132     69375     75881     79060     92829    101911    101491


Age             1998      1999      2000      2001      2002      2003      2004      2005
         0         0         0         0         0         0         0         0         0
         1    203176    299598    488258    197674    196451    155836    234305    213215
         2    295863     53881     79818    130705     55849     52630     44127     64671
         3     26850     47597      8655     12944     27528      9260     11783      9113
         4      9366      5301      9461      1760      3769      5926      3020      3517
         5      4104      2344      1347      2479       642      1062      2437      1156
         6       898      1239       718       424      1034       215       491      1058
         7       662       340       474       281       206       424       113       246
         8       183       311       161       228       158       103       252        65
         9       109       109       186        97       151        97        70       169
        10       492       450       420       456       427       437       416       376

TSB           278518    146119    129107    136115    105414     81716     82504     91000
SSB           107061     76526     57487     56934     54987     42699     43348     45562


Age             2006      2007      2008      2009      2010      2011      2012      2013
         0         0         0         0         0         0         0         0         0
         1    388042    191524    184483    211816    276011    144217    186621    256213
         2     58066    103776     53086     50157     57258     74934     39784     51644
         3     13156     11351     25920     12570     11907     14133     20193     10942
         4      2716      3784      3767      7914      3888      3964      5516      8141
         5      1350      1011      1563      1435      3035      1586      1861      2655
         6       502       571       424       603       557      1250       750       901
         7       531       247       282       197       281       272       676       413
         8       141       301       146       161       113       166       171       431
         9        44        94       209       100       110        78       118       123
        10       422       360       359       447       430       427       402       414

TSB           101314    119369    110439    108149    110347    117615    113093    122955
SSB            47595     55095     61042     62170     59243     63361     68026     73081


Age             2014      2015      2016      2017      2018      2019      2020      2021
         0         0         0         0         0         0         0         0         0
         1    266486    158219    105716    198533     74585    125629    169639    123647
         2     71344     74667     44512     30031     56723     20911     36392     50326
         3     14546     20370     21214     12795      8473     13982      5668     10997
         4      4576      6184      8500      8954      5169      2656      5152      2542
         5      4035      2294      3038      4204      4238      1930      1146      2664
         6      1323      2032      1132      1509      1998      1593       837       594
         7       507       751      1135       636       820       909       807       486
         8       267       329       482       732       401       462       549       531
         9       312       194       238       349       524       271       323       402
        10       429       591       626       689       826      1062      1056      1103

TSB           139474    149676    134320    129776    120947     95169     91596    107301
SSB            78285     87865     85694     87465     79001     64759     56720     62276
Species: A.radiata 



Age             1974      1975      1976      1977      1978      1979      1980      1981
         0         0         0         0         0         0         0         0         0
         1   3151290   6964400   5322358   6597848  10087494  10329263   8630147   3325414
         2   1943363    973969   2147836   1668762   2181985   2205561   2257444   1925840
         3    412889    664120    330845    763899    688431    717452    710165    754913
         4     56112    100930    160693     86546    257059    248308    243860    251421
         5     18188     11622     20648     36111     26336     86889     77909     80190
         6      1924      4261      3342      5534     13099     14427     33591     38999

TSB           348443    401675    435522    480670    645323    751726    647600    499449
SSB           265825    243941    304474    325654    407276    439363    437940    400586


Age             1982      1983      1984      1985      1986      1987      1988      1989
         0         0         0         0         0         0         0         0         0
         1   3162786   2691803   4502233   3117524   6258411   6006103   4568267   6548918
         2    749613    737668    621981   1046106    765753   1509273   1475739   1135947
         3    647010    267490    245398    200919    381607    260316    539301    548759
         4    263112    243500     87055     73902     72334    118752     86026    186688
         5     80929     92660     71813     23339     24519     20108     35459     27124
         6     40675     45296     42583     31913     19274     12679     10092     14639

TSB           378790    336890    308686    282987    393323    357155    344819    385727
SSB           305594    245798    186774    186777    196621    210649    237511    240748


Age             1990      1991      1992      1993      1994      1995      1996      1997
         0         0         0         0         0         0         0         0         0
         1   3485112   3230233   3360256   3930009   3621206   3247390   2243242   1814679
         2   1658047    871472    826820    848492    969120    892897    808682    555522
         3    447651    636856    357418    330832    323550    379240    371705    345298
         4    205760    158437    264631    142474    122576    124622    160103    163099
         5     64772     66481     64113    102050     50537     45388     51149     68683
         6     14785     25974     40294     43509     56160     42493     38353     40585

TSB           363434    349122    331449    312044    315014    314705    273879    243097
SSB           264117    243974    239719    219591    215844    218909    201422    183571


Age             1998      1999      2000      2001      2002      2003      2004      2005
         0         0         0         0         0         0         0         0         0
         1   2372721   3808414   4266289   3390096   2853986   1188029   1213625   1403783
         2    446175    577862    891817    995923    798492    666177    271576    284775
         3    243468    200285    243876    390199    464982    371279    289225    121875
         4    157544    115256     86655    111659    197868    235876    171332    140922
         5     73208     73816     48939     39312     56942    101237    108832     84221
         6     51518     60932     60183     51491     47508     55023     75339     93721

TSB           226776    245558    340385    329718    278477    236351    200600    189356
SSB           158831    153666    189019    215253    208154    199897    161198    141148


Age             2006      2007      2008      2009      2010      2011      2012      2013
         0         0         0         0         0         0         0         0         0
         1   1443659   1147283   1898003   1735209   1644137   1901622   1133256    885252
         2    337823    351980    292738    501031    474810    463617    551614    334437
         3    128682    146265    159366    133897    233102    222351    220649    261647
         4     60180     59672     69835     77087     66320    115959    112973    110792
         5     70381     28040     28191     33523     38097     32948     59085     56765
         6     91472     78244     50885     38780     36681     38367     37837     50944

TSB           178488    150845    175302    181903    230341    230317    221334    202453
SSB           127667    117356    124287    137052    179856    174072    186375    174865


Age             2014      2015      2016      2017      2018      2019      2020      2021
         0         0         0         0         0         0         0         0         0
         1   1621493   1682639   1642111   2053756   1413405   1999778   4470836   3588463
         2    266831    493767    511242    501403    630956    434997    615377   1381667
         3    161672    128724    232266    242257    241391    303985    207834    297705
         4    135156     83062     63381    116435    125630    126426    158194    110546
         5     57588     69771     40733     31784     60927     66600     66607     85575
         6     59107     64319     70730     61389     53922     66017     75949     83906

TSB           223651    230237    236513    241292    247945    265673    382922    456396
SSB           170385    176536    185831    198688    205954    214507    275368    346822
Species:  



Age             1974      1975      1976      1977      1978      1979      1980      1981
         0         0         0         0         0         0         0         0         0
         1   8203526  20485439   1510732   1541391   2497134   4642529   9413308   2012714
         2    532575   1606541   3936103    299644    311259    509164    969509   2026840
         3    810484    144393    396670   1049113     82285     85497    146056    296246
         4    124812    202070     29923     90549    244116     18598     20183     37196
         5      4899     34629     46673      7602     23438     61323      4872      5695
         6      3304      1585      9320     13678      2252      6703     18141      1538
         7     37541      1163       468      2977      4409       701      2152      6187
         8       993     14532       384       166      1063      1525       249       807
         9       133       392      4881       138        60       372       548        94
        10       187       128       176      1834       722       277       235       299

TSB           883747   1594393   1020806    511589    338458    439348    796504    649504
SSB           376172    329717    507752    379033    170169    135885    188245    317024


Age             1982      1983      1984      1985      1986      1987      1988      1989
         0         0         0         0         0         0         0         0         0
         1   3173461   1980183   6819333   1443353   1845973   4213729    504596    493692
         2    459008    741227    456766   1585439    358657    467395   1077989    131267
         3    717622    167401    244655    145783    503350    113444    142465    328642
         4     93723    232224     44790     60503     40522    136946     28863     35767
         5     12986     33386     68313     12143     17149     11173     35002      7246
         6      2196      5077     10793     20319      3609      4938      2969      9101
         7       633       915      1766      3468      7077      1223      1561       921
         8      2747       284       349       626      1279      2543       412       516
         9       362      1245       109       125       233       463       861       137
        10       177       245       575       246       138       134       203       354

TSB           604510    473441    643469    507257    391922    452449    328236    188650
SSB           370638    284064    226012    255876    244633    175505    182050    142029


Age             1990      1991      1992      1993      1994      1995      1996      1997
         0         0         0         0         0         0         0         0         0
         1    856749   2159314   2432298   3541938   1481992   5232876   1729561   1937836
         2    131213    233461    593043    684066    984918    417625   1501078    482806
         3     41286     43677     76764    209887    223683    337013    153787    488806
         4     85239     11483     11834     22922     55633     62891    104746     40016
         5      9255     23679      3091      3521      5987     15428     19370     26624
         6      1937      2649      6548       943       941      1696      4845      5006
         7      2892       653       867      2331       299       314       619      1495
         8       311      1033       227       326       788       106       121       204
         9       175       112       361        86       111       281        41        40
        10       167       123        82       168        87        71       137        59

TSB           137708    204489    295184    426681    388983    518914    494182    390325
SSB            76988     63536    100670    161067    200915    193300    248781    233547


Age             1998      1999      2000      2001      2002      2003      2004      2005
         0         0         0         0         0         0         0         0         0
         1   1004618    667142   8804132   2035125    350288    408654    331126    284307
         2    560793    286739    183855   2535044    594971    102627    123077     98483
         3    186560    206278     91446     73574   1121012    274126     55393     64604
         4    161876     57579     52039     25386     24719    409222    135443     26250
         5     13133     49192     14089     12325      7563      8133    193928     60954
         6      8888      4051     12192      3346      3689      2501      3892     88025
         7      1924      3192      1205      3364      1135      1367      1288      1911
         8       607       734      1019       289      1023       382       673       600
         9        84       233       236       247        89       349       191       318
        10        41        48        91        79       100        65       206       188

TSB           305399    206759    586617    640025    450774    271707    188566    137746
SSB           197999    144307    110662    342923    382673    241928    163702    117192


Age             2006      2007      2008      2009      2010      2011      2012      2013
         0         0         0         0         0         0         0         0         0
         1   2133669    468293    331917    252719   1856918    198254     95033    210559
         2     83866    607191    133909     97237     74416    545148     58586     28396
         3     50866     37266    277614     68314     50276     37364    276814     30557
         4     30042     18099     14161    131061     33501     23645     18167    143060
         5     11542      9556      6228      6331     61328     14908     10955      9065
         6     27014      3683      3302      2805      2984     27477      6958      5514
         7     42298      9678      1416      1607      1421      1445     13794      3736
         8       869     13723      3402       652       774       649       686      7059
         9       277       286      4901      1592       319       360       313       358
        10       234       168       162      2363      1941      1053       684       520

TSB           202368    185406    149620    106960    180886    164891    142890    112852
SSB            87450    128960    124123     88279     81669    122026    132283    100015


Age             2014      2015      2016      2017      2018      2019      2020      2021
         0         0         0         0         0         0         0         0         0
         1    177526   1524012    354123    566991    273753    665049   3106601   2956767
         2     63497     52643    441979    105185    170612     83097    203109    965343
         3     15056     30279     22030    200265     49011     80176     38913     99591
         4     16465      6731     10720      9119     87971     22036     36080     19217
         5     75153      6913      2137      4117      3770     37492      9424     17303
         6      4807     31764      2201       825      1714      1620     16169      4564
         7      3102      2210     11341       934       375       801       759      8413
         8      2012      1321       702      4387       389       161       345       368
         9      3873       873       428       276      1860       170        70       169
        10       481      1873       888       517       336       949       489       275

TSB            86489    140314    136616    144784    118049    119779    264363    411860
SSB            73323     59760     90358    107619     92671     79932     93446    193938
Species: G.gurnards



Age             1974      1975      1976      1977      1978      1979      1980      1981
         0         0         0         0         0         0         0         0         0
         1    492707    248547    140116    182490    156949    374181    274833    254983
         2    215030    403395    203493    114718    149410    128499    306353    225014
         3    116227    176052    330272    166606     93923    122327    105206    250821
         4     82835     65026     93135    167081     74443     54271     68485     55820
         5     51747     38564     27862     37347     55734     36356     25292     29473
         6     68777     26052     18076     12335     14110     29241     18320     11900
         7     45770     37179     13250      8756      5219      7901     15819      9347
         8     23285     25603     19666      6702      3911      3015      4423      8392
         9      5409     13610     14242     10515      3210      2353      1763      2467
        10      8293      8009     12026     14046     11766      9008      6644      4689

TSB           871860    844834    758880    624196    474912    519097    512208    616394
SSB           561742    490868    376164    301499    257518    253901    236659    229892


Age             1982      1983      1984      1985      1986      1987      1988      1989
         0         0         0         0         0         0         0         0         0
         1    213242    261760    553914    290314    263144    153665    144971    178323
         2    208762    174588    214311    453506    237689    215444    125810    118693
         3    184226    170920    142940    175463    371299    194603    176390    103004
         4    137612     98026     73352     69543     86736    162591     91229     76364
         5     25245     59473     30801     27760     26947     28081     58238     29039
         6     14473     11921     21341     12973     11932      9922     11280     21132
         7      6297      7407      4826      9907      6128      4938      4423      4610
         8      5127      3350      3178      2348      4896      2683      2315      1914
         9      4821      2867      1549      1642      1230      2304      1341      1078
        10      4111      4994      3634      2677      2262      1643      1973      1544

TSB           636829    589441    448959    438235    509542    424271    382783    305413
SSB           216754    221877    171590    144646    126978    134206    135337    112092


Age             1990      1991      1992      1993      1994      1995      1996      1997
         0         0         0         0         0         0         0         0         0
         1    154383    180531    146773    426122    180411    271037    124620    247248
         2    145998    126398    147806    120168    348879    147708    221906    102030
         3     97177    119533    103486    121013     98385    285638    120933    181682
         4     47041     48031     61293     70920     78640     67985    189067     81630
         5     26312     18224     19650     32178     32604     42149     32724     95568
         6     11282     11308      8209      9064     12504     15446     17380     14374
         7      9156      5328      5559      3785      3520      5921      6366      7630
         8      2105      4525      2732      2679      1557      1739      2573      2932
         9       935      1103      2448      1401      1195       816       814      1268
        10      1281      1161      1225      1884      1465      1394      1035       911

TSB           273515    269650    286835    327391    346671    537704    478348    467556
SSB           103609     95561     93671    104363    104181    128379    142777    172941


Age             1998      1999      2000      2001      2002      2003      2004      2005
         0         0         0         0         0         0         0         0         0
         1    132915    297520    304526    222477    164287    266613    115747    140096
         2    202430    108821    243589    249324    182149    134507    218284     94766
         3     83535    165735     89095    199434    204130    149131    110125    178716
         4    129642     59297    112187     63413    146883    144872    105347     81148
         5     47405     74310     30185     64736     39855     84152     82041     66293
         6     50217     24492     32937     15730     37670     20578     42804     47817
         7      7550     25936     10851     17159      9151     19444     10463     24942
         8      4148      4041     12048      5854     10249      4895     10257      6259
         9      1673      2333      2006      6826      3628      5763      2719      6366
        10      1243      1640      1973      2254      5628      5205      6092      5469

TSB           408391    429830    433728    480206    563507    479094    531495    498319
SSB           175160    181515    171815    181538    216610    206348    258740    243412


Age             2006      2007      2008      2009      2010      2011      2012      2013
         0         0         0         0         0         0         0         0         0
         1     98337     99248    177291     93304    142230    135085    100169    118487
         2    114701     80512     81258    145153     76391    116448    110598     82011
         3     77588     93909     65918     66528    118842     62544     95340     90550
         4    129270     56525     69544     46544     46651     83136     44142     67858
         5     48752     79066     36016     39338     25877     25783     46974     25472
         6     36394     27390     46830     18292     19539     12755     13076     24481
         7     26243     20442     16219     23777      9083      9627      6466      6812
         8     14118     15175     12411      8544     12270      4654      5065      3488
         9      3700      8504      9543      6885      4655      6643      2579      2870
        10      6995      6442      9399     10508      9476      7651      7921      5949

TSB           485494    424752    399365    375613    387787    323713    305755    306216
SSB           265590    248527    236437    225543    209649    163211    147099    147344


Age             2014      2015      2016      2017      2018      2019      2020      2021
         0         0         0         0         0         0         0         0         0
         1    183554    174381    102281     91860     81954     96892    138631    165474
         2     97009    150281    142771     83740     75209     67099     79329    113502
         3     67145     79424    123040    116891     68561     61576     54936     64949
         4     65475     48341     56925     88729     82034     48367     43454     40285
         5     40734     38880     28385     33942     49432     46301     27322     27017
         6     13969     22028     20722     15431     16904     25035     23474     15678
         7     13421      7552     11737     11262      7682      8558     12688     13467
         8      3852      7492      4159      6584      5826      4036      4501      7481
         9      2060      2249      4323      2439      3595      3225      2236      2758
        10      5208      4244      3747      4732      3915      4157      4089      3876

TSB           319665    328851    348014    378667    338187    325079    304265    305313
SSB           164023    167315    155919    174103    171335    181305    173456    169230
Species:  



Age             1974      1975      1976      1977      1978      1979      1980      1981
         0         0         0         0         0         0         0         0         0
         1   3364925   4439860   4172312   2787987    712139   2361216   4413876   4943627
         2   1350082   2827513   3701676   3464096   2333079    591589   1945392   3675579
         3   4060731   1115058   2304084   2994824   2840860   1889374    472334   1549569
         4   1152554   3265893    877180   1791262   2380730   2212045   1437265    357417
         5   1746724    883063   2409104    634078   1345279   1725583   1540469   1028016
         6   3571557   1337734    651029   1740334    475970    974464   1200768   1069168
         7   1782245   2716579    977294    465484   1295915    341295    669670    820223
         8    889374   1348704   1971242    693436    344551    922262    232376    437815
         9    440842    673029    978665   1398688    513280    245206    627936    151922
        10    388261    627419    943649   1363972   2044916   1820588   1406528   1330087

TSB          5643028   5601166   5477084   5219811   4853711   4227540   3332523   3348709
SSB          4989614   4812423   4608155   4445632   4341568   3832160   2768886   2532636


Age             1982      1983      1984      1985      1986      1987      1988      1989
         0         0         0         0         0         0         0         0         0
         1   6071265   1630200   1178819   5807562   2662661   3148700   4487350   2903470
         2   4111877   5050246   1362746    984571   4867209   2235082   2636653   3747911
         3   2919653   3266908   4059097   1093085    796107   3950263   1803696   2114904
         4   1167200   2199972   2509380   3107418    848042    621484   3054703   1380803
         5    253966    829781   1607786   1825072   2303775    634354    458594   2221672
         6    708051    175022    590506   1137759   1320635   1684405    456521    324525
         7    724343    479993    122811    411861    812782    953989   1196247    318408
         8    531018    469294    324005     82308    284002    567936    653252    801710
         9    283444    344041    316783    217146     56756    198448    388899    437802
        10    959462    805266    775804    732245    654660    497106    476286    579837

TSB          3505646   3499326   3131816   3209405   3413874   3306202   3424629   3322740
SSB          2538148   2703912   2721122   2609871   2689416   2716997   2707150   2577173


Age             1990      1991      1992      1993      1994      1995      1996      1997
         0         0         0         0         0         0         0         0         0
         1   3799584   2837775   3103205   3769479   4229865   3557378   3203369   3169749
         2   2435882   3181083   2362892   2569815   3105155   3471333   2926382   2666373
         3   3037915   1964862   2533296   1857747   1995609   2390175   2686957   2328550
         4   1647476   2347448   1486290   1875871   1347660   1426621   1724572   2029738
         5   1029696   1214379   1678175   1030487   1262745    888280    952916   1230470
         6   1618572    740115    842343   1123328    666501    796975    569369    659476
         7    233528   1147962    505237    553445    711340    411107    499817    387727
         8    221474    159657    749941    315380    330643    411889    242794    325571
         9    557644    151416    104301    468130    188417    191453    243256    158152
        10    707836    865175    664119    479665    566239    436970    371139    400205

TSB          3374159   3478701   3311157   3223417   3158131   3172893   2967656   2972095
